packetId,direction,sourceTaskName,sourceJobId,publishTick,sendTick,receiveTick,sendColumn,receiveColumn,sendInTrace,receiveInTrace
1898,uplink,Sensor,1518,75856,75857,75937,3,4,1,1
1899,uplink,Sensor,1519,75906,75907,75987,3,4,1,1
1900,uplink,Sensor,1520,75956,75957,76037,3,4,1,1
1902,downlink,Merger,381,76003,76004,76084,13,14,1,1
1901,uplink,Sensor,1521,76006,76007,76087,3,4,1,1
1903,uplink,Sensor,1522,76056,76057,76137,3,4,1,1
1904,uplink,Sensor,1523,76106,76107,76187,3,4,1,1
1905,uplink,Sensor,1524,76156,76157,76237,3,4,1,1
1907,downlink,Merger,382,76203,76204,76284,13,14,1,1
1906,uplink,Sensor,1525,76206,76207,76287,3,4,1,1
1908,uplink,Sensor,1526,76256,76257,76337,3,4,1,1
1909,uplink,Sensor,1527,76306,76307,76387,3,4,1,1
1910,uplink,Sensor,1528,76356,76357,76437,3,4,1,1
1912,downlink,Merger,383,76403,76404,76484,13,14,1,1
1911,uplink,Sensor,1529,76406,76407,76487,3,4,1,1
1913,uplink,Sensor,1530,76456,76457,76537,3,4,1,1
1914,uplink,Sensor,1531,76506,76507,76587,3,4,1,1
1915,uplink,Sensor,1532,76556,76557,76637,3,4,1,1
1917,downlink,Merger,384,76603,76604,76684,13,14,1,1
1916,uplink,Sensor,1533,76606,76607,76687,3,4,1,1
1918,uplink,Sensor,1534,76656,76657,76737,3,4,1,1
1919,uplink,Sensor,1535,76706,76707,76787,3,4,1,1
1920,uplink,Sensor,1536,76756,76757,76837,3,4,1,1
1922,downlink,Merger,385,76803,76804,76884,13,14,1,1
1921,uplink,Sensor,1537,76806,76807,76887,3,4,1,1
1923,uplink,Sensor,1538,76856,76857,76937,3,4,1,1
1924,uplink,Sensor,1539,76906,76907,76987,3,4,1,1
1925,uplink,Sensor,1540,76956,76957,77037,3,4,1,1
1927,downlink,Merger,386,77003,77004,77084,13,14,1,1
1926,uplink,Sensor,1541,77006,77007,77087,3,4,1,1
1928,uplink,Sensor,1542,77056,77057,77137,3,4,1,1
1929,uplink,Sensor,1543,77106,77107,77187,3,4,1,1
1930,uplink,Sensor,1544,77156,77157,77237,3,4,1,1
1932,downlink,Merger,387,77203,77204,77284,13,14,1,1
1931,uplink,Sensor,1545,77206,77207,77287,3,4,1,1
1933,uplink,Sensor,1546,77256,77257,77337,3,4,1,1
1934,uplink,Sensor,1547,77306,77307,77387,3,4,1,1
1935,uplink,Sensor,1548,77356,77357,77437,3,4,1,1
1937,downlink,Merger,388,77403,77404,77484,13,14,1,1
1936,uplink,Sensor,1549,77406,77407,77487,3,4,1,1
1938,uplink,Sensor,1550,77456,77457,77537,3,4,1,1
1939,uplink,Sensor,1551,77506,77507,77587,3,4,1,1
1940,uplink,Sensor,1552,77556,77557,77637,3,4,1,1
1942,downlink,Merger,389,77603,77604,77684,13,14,1,1
1941,uplink,Sensor,1553,77606,77607,77687,3,4,1,1
1943,uplink,Sensor,1554,77656,77657,77737,3,4,1,1
1944,uplink,Sensor,1555,77706,77707,77787,3,4,1,1
1945,uplink,Sensor,1556,77756,77757,77837,3,4,1,1
1947,downlink,Merger,390,77803,77804,77884,13,14,1,1
1946,uplink,Sensor,1557,77806,77807,77887,3,4,1,1
1948,uplink,Sensor,1558,77856,77857,77937,3,4,1,1
1949,uplink,Sensor,1559,77906,77907,77987,3,4,1,1
1950,uplink,Sensor,1560,77956,77957,78037,3,4,1,1
1952,downlink,Merger,391,78003,78004,78084,13,14,1,1
1951,uplink,Sensor,1561,78006,78007,78087,3,4,1,1
1953,uplink,Sensor,1562,78056,78057,78137,3,4,1,1
1954,uplink,Sensor,1563,78106,78107,78187,3,4,1,1
1955,uplink,Sensor,1564,78156,78157,78237,3,4,1,1
1957,downlink,Merger,392,78203,78204,78284,13,14,1,1
1956,uplink,Sensor,1565,78206,78207,78287,3,4,1,1
1958,uplink,Sensor,1566,78256,78257,78337,3,4,1,1
1959,uplink,Sensor,1567,78306,78307,78387,3,4,1,1
1960,uplink,Sensor,1568,78356,78357,78437,3,4,1,1
1962,downlink,Merger,393,78403,78404,78484,13,14,1,1
1961,uplink,Sensor,1569,78406,78407,78487,3,4,1,1
1963,uplink,Sensor,1570,78456,78457,78537,3,4,1,1
1964,uplink,Sensor,1571,78506,78507,78587,3,4,1,1
1965,uplink,Sensor,1572,78556,78557,78637,3,4,1,1
1967,downlink,Merger,394,78603,78604,78684,13,14,1,1
1966,uplink,Sensor,1573,78606,78607,78687,3,4,1,1
1968,uplink,Sensor,1574,78656,78657,78737,3,4,1,1
1969,uplink,Sensor,1575,78706,78707,78787,3,4,1,1
1970,uplink,Sensor,1576,78756,78757,78837,3,4,1,1
1972,downlink,Merger,395,78803,78804,78884,13,14,1,1
1971,uplink,Sensor,1577,78806,78807,78887,3,4,1,1
1973,uplink,Sensor,1578,78856,78857,78937,3,4,1,1
1974,uplink,Sensor,1579,78906,78907,78987,3,4,1,1
1975,uplink,Sensor,1580,78956,78957,79037,3,4,1,1
1977,downlink,Merger,396,79003,79004,79084,13,14,1,1
1976,uplink,Sensor,1581,79006,79007,79087,3,4,1,1
1978,uplink,Sensor,1582,79056,79057,79137,3,4,1,1
1979,uplink,Sensor,1583,79106,79107,79187,3,4,1,1
1980,uplink,Sensor,1584,79156,79157,79237,3,4,1,1
1982,downlink,Merger,397,79203,79204,79284,13,14,1,1
1981,uplink,Sensor,1585,79206,79207,79287,3,4,1,1
1983,uplink,Sensor,1586,79256,79257,79337,3,4,1,1
1984,uplink,Sensor,1587,79306,79307,79387,3,4,1,1
1985,uplink,Sensor,1588,79356,79357,79437,3,4,1,1
1987,downlink,Merger,398,79403,79404,79484,13,14,1,1
1986,uplink,Sensor,1589,79406,79407,79487,3,4,1,1
1988,uplink,Sensor,1590,79456,79457,79537,3,4,1,1
1989,uplink,Sensor,1591,79506,79507,79587,3,4,1,1
1990,uplink,Sensor,1592,79556,79557,79637,3,4,1,1
1992,downlink,Merger,399,79603,79604,79684,13,14,1,1
1991,uplink,Sensor,1593,79606,79607,79687,3,4,1,1
1993,uplink,Sensor,1594,79656,79657,79737,3,4,1,1
1994,uplink,Sensor,1595,79706,79707,79787,3,4,1,1
1995,uplink,Sensor,1596,79756,79757,79837,3,4,1,1
1997,downlink,Merger,400,79803,79804,79884,13,14,1,1
1996,uplink,Sensor,1597,79806,79807,79887,3,4,1,1
1998,uplink,Sensor,1598,79856,79857,79937,3,4,1,1
1999,uplink,Sensor,1599,79906,79907,79987,3,4,1,1
2000,uplink,Sensor,1600,79956,79957,80037,3,4,1,1
2002,downlink,Merger,401,80003,80004,80084,13,14,1,1
2001,uplink,Sensor,1601,80006,80007,80087,3,4,1,1
2003,uplink,Sensor,1602,80056,80057,80137,3,4,1,1
2004,uplink,Sensor,1603,80106,80107,80187,3,4,1,1
2005,uplink,Sensor,1604,80156,80157,80237,3,4,1,1
2007,downlink,Merger,402,80203,80204,80284,13,14,1,1
2006,uplink,Sensor,1605,80206,80207,80287,3,4,1,1
2008,uplink,Sensor,1606,80256,80257,80337,3,4,1,1
2009,uplink,Sensor,1607,80306,80307,80387,3,4,1,1
2010,uplink,Sensor,1608,80356,80357,80437,3,4,1,1
2012,downlink,Merger,403,80403,80404,80484,13,14,1,1
2011,uplink,Sensor,1609,80406,80407,80487,3,4,1,1
2013,uplink,Sensor,1610,80456,80457,80537,3,4,1,1
2014,uplink,Sensor,1611,80506,80507,80587,3,4,1,1
2015,uplink,Sensor,1612,80556,80557,80637,3,4,1,1
2017,downlink,Merger,404,80603,80604,80684,13,14,1,1
2016,uplink,Sensor,1613,80606,80607,80687,3,4,1,1
2018,uplink,Sensor,1614,80656,80657,80737,3,4,1,1
2019,uplink,Sensor,1615,80706,80707,80787,3,4,1,1
2020,uplink,Sensor,1616,80756,80757,80837,3,4,1,1
2022,downlink,Merger,405,80803,80804,80884,13,14,1,1
2021,uplink,Sensor,1617,80806,80807,80887,3,4,1,1
2023,uplink,Sensor,1618,80856,80857,80937,3,4,1,1
2024,uplink,Sensor,1619,80906,80907,80987,3,4,1,1
2025,uplink,Sensor,1620,80956,80957,81037,3,4,1,1
2027,downlink,Merger,406,81003,81004,81084,13,14,1,1
2026,uplink,Sensor,1621,81006,81007,81087,3,4,1,1
2028,uplink,Sensor,1622,81056,81057,81137,3,4,1,1
2029,uplink,Sensor,1623,81106,81107,81187,3,4,1,1
2030,uplink,Sensor,1624,81156,81157,81237,3,4,1,1
2032,downlink,Merger,407,81203,81204,81284,13,14,1,1
2031,uplink,Sensor,1625,81206,81207,81287,3,4,1,1
2033,uplink,Sensor,1626,81256,81257,81337,3,4,1,1
2034,uplink,Sensor,1627,81306,81307,81387,3,4,1,1
2035,uplink,Sensor,1628,81356,81357,81437,3,4,1,1
2037,downlink,Merger,408,81403,81404,81484,13,14,1,1
2036,uplink,Sensor,1629,81406,81407,81487,3,4,1,1
2038,uplink,Sensor,1630,81456,81457,81537,3,4,1,1
2039,uplink,Sensor,1631,81506,81507,81587,3,4,1,1
2040,uplink,Sensor,1632,81556,81557,81637,3,4,1,1
2042,downlink,Merger,409,81603,81604,81684,13,14,1,1
2041,uplink,Sensor,1633,81606,81607,81687,3,4,1,1
2043,uplink,Sensor,1634,81656,81657,81737,3,4,1,1
2044,uplink,Sensor,1635,81706,81707,81787,3,4,1,1
2045,uplink,Sensor,1636,81756,81757,81837,3,4,1,1
2047,downlink,Merger,410,81803,81804,81884,13,14,1,1
2046,uplink,Sensor,1637,81806,81807,81887,3,4,1,1
2048,uplink,Sensor,1638,81856,81857,81937,3,4,1,1
2049,uplink,Sensor,1639,81906,81907,81987,3,4,1,1
2050,uplink,Sensor,1640,81956,81957,82037,3,4,1,1
2052,downlink,Merger,411,82003,82004,82084,13,14,1,1
2051,uplink,Sensor,1641,82006,82007,82087,3,4,1,1
2053,uplink,Sensor,1642,82056,82057,82137,3,4,1,1
2054,uplink,Sensor,1643,82106,82107,82187,3,4,1,1
2055,uplink,Sensor,1644,82156,82157,82237,3,4,1,1
2057,downlink,Merger,412,82203,82204,82284,13,14,1,1
2056,uplink,Sensor,1645,82206,82207,82287,3,4,1,1
2058,uplink,Sensor,1646,82256,82257,82337,3,4,1,1
2059,uplink,Sensor,1647,82306,82307,82387,3,4,1,1
2060,uplink,Sensor,1648,82356,82357,82437,3,4,1,1
2062,downlink,Merger,413,82403,82404,82484,13,14,1,1
2061,uplink,Sensor,1649,82406,82407,82487,3,4,1,1
2063,uplink,Sensor,1650,82456,82457,82537,3,4,1,1
2064,uplink,Sensor,1651,82506,82507,82587,3,4,1,1
2065,uplink,Sensor,1652,82556,82557,82637,3,4,1,1
2067,downlink,Merger,414,82603,82604,82684,13,14,1,1
2066,uplink,Sensor,1653,82606,82607,82687,3,4,1,1
2068,uplink,Sensor,1654,82656,82657,82737,3,4,1,1
2069,uplink,Sensor,1655,82706,82707,82787,3,4,1,1
2070,uplink,Sensor,1656,82756,82757,82837,3,4,1,1
2072,downlink,Merger,415,82803,82804,82884,13,14,1,1
2071,uplink,Sensor,1657,82806,82807,82887,3,4,1,1
2073,uplink,Sensor,1658,82856,82857,82937,3,4,1,1
2074,uplink,Sensor,1659,82906,82907,82987,3,4,1,1
2075,uplink,Sensor,1660,82956,82957,83037,3,4,1,1
2077,downlink,Merger,416,83003,83004,83084,13,14,1,1
2076,uplink,Sensor,1661,83006,83007,83087,3,4,1,1
2078,uplink,Sensor,1662,83056,83057,83137,3,4,1,1
2079,uplink,Sensor,1663,83106,83107,83187,3,4,1,1
2080,uplink,Sensor,1664,83156,83157,83237,3,4,1,1
2082,downlink,Merger,417,83203,83204,83284,13,14,1,1
2081,uplink,Sensor,1665,83206,83207,83287,3,4,1,1
2083,uplink,Sensor,1666,83256,83257,83337,3,4,1,1
2084,uplink,Sensor,1667,83306,83307,83387,3,4,1,1
2085,uplink,Sensor,1668,83356,83357,83437,3,4,1,1
2087,downlink,Merger,418,83403,83404,83484,13,14,1,1
2086,uplink,Sensor,1669,83406,83407,83487,3,4,1,1
2088,uplink,Sensor,1670,83456,83457,83537,3,4,1,1
2089,uplink,Sensor,1671,83506,83507,83587,3,4,1,1
2090,uplink,Sensor,1672,83556,83557,83637,3,4,1,1
2092,downlink,Merger,419,83603,83604,83684,13,14,1,1
2091,uplink,Sensor,1673,83606,83607,83687,3,4,1,1
2093,uplink,Sensor,1674,83656,83657,83737,3,4,1,1
2094,uplink,Sensor,1675,83706,83707,83787,3,4,1,1
2095,uplink,Sensor,1676,83756,83757,83837,3,4,1,1
2097,downlink,Merger,420,83803,83804,83884,13,14,1,1
2096,uplink,Sensor,1677,83806,83807,83887,3,4,1,1
2098,uplink,Sensor,1678,83856,83857,83937,3,4,1,1
2099,uplink,Sensor,1679,83906,83907,83987,3,4,1,1
2100,uplink,Sensor,1680,83956,83957,84037,3,4,1,1
2102,downlink,Merger,421,84003,84004,84084,13,14,1,1
2101,uplink,Sensor,1681,84006,84007,84087,3,4,1,1
2103,uplink,Sensor,1682,84056,84057,84137,3,4,1,1
2104,uplink,Sensor,1683,84106,84107,84187,3,4,1,1
2105,uplink,Sensor,1684,84156,84157,84237,3,4,1,1
2107,downlink,Merger,422,84203,84204,84284,13,14,1,1
2106,uplink,Sensor,1685,84206,84207,84287,3,4,1,1
2108,uplink,Sensor,1686,84256,84257,84337,3,4,1,1
2109,uplink,Sensor,1687,84306,84307,84387,3,4,1,1
2110,uplink,Sensor,1688,84356,84357,84437,3,4,1,1
2112,downlink,Merger,423,84403,84404,84484,13,14,1,1
2111,uplink,Sensor,1689,84406,84407,84487,3,4,1,1
2113,uplink,Sensor,1690,84456,84457,84537,3,4,1,1
2114,uplink,Sensor,1691,84506,84507,84587,3,4,1,1
2115,uplink,Sensor,1692,84556,84557,84637,3,4,1,1
2117,downlink,Merger,424,84603,84604,84684,13,14,1,1
2116,uplink,Sensor,1693,84606,84607,84687,3,4,1,1
2118,uplink,Sensor,1694,84656,84657,84737,3,4,1,1
2119,uplink,Sensor,1695,84706,84707,84787,3,4,1,1
2120,uplink,Sensor,1696,84756,84757,84837,3,4,1,1
2122,downlink,Merger,425,84803,84804,84884,13,14,1,1
2121,uplink,Sensor,1697,84806,84807,84887,3,4,1,1
2123,uplink,Sensor,1698,84856,84857,84937,3,4,1,1
2124,uplink,Sensor,1699,84906,84907,84987,3,4,1,1
2125,uplink,Sensor,1700,84956,84957,85037,3,4,1,1
2127,downlink,Merger,426,85003,85004,85084,13,14,1,1
2126,uplink,Sensor,1701,85006,85007,85087,3,4,1,1
2128,uplink,Sensor,1702,85056,85057,85137,3,4,1,1
2129,uplink,Sensor,1703,85106,85107,85187,3,4,1,1
2130,uplink,Sensor,1704,85156,85157,85237,3,4,1,1
2132,downlink,Merger,427,85203,85204,85284,13,14,1,1
2131,uplink,Sensor,1705,85206,85207,85287,3,4,1,1
2133,uplink,Sensor,1706,85256,85257,85337,3,4,1,1
2134,uplink,Sensor,1707,85306,85307,85387,3,4,1,1
2135,uplink,Sensor,1708,85356,85357,85437,3,4,1,1
2137,downlink,Merger,428,85403,85404,85484,13,14,1,1
2136,uplink,Sensor,1709,85406,85407,85487,3,4,1,1
2138,uplink,Sensor,1710,85456,85457,85537,3,4,1,1
2139,uplink,Sensor,1711,85506,85507,85587,3,4,1,1
2140,uplink,Sensor,1712,85556,85557,85637,3,4,1,1
2142,downlink,Merger,429,85603,85604,85684,13,14,1,1
2141,uplink,Sensor,1713,85606,85607,85687,3,4,1,1
2143,uplink,Sensor,1714,85656,85657,85737,3,4,1,1
2144,uplink,Sensor,1715,85706,85707,85787,3,4,1,1
2145,uplink,Sensor,1716,85756,85757,85837,3,4,1,1
2147,downlink,Merger,430,85803,85804,85884,13,14,1,1
2146,uplink,Sensor,1717,85806,85807,85887,3,4,1,1
2148,uplink,Sensor,1718,85856,85857,85937,3,4,1,1
2149,uplink,Sensor,1719,85906,85907,85987,3,4,1,1
2150,uplink,Sensor,1720,85956,85957,86037,3,4,1,1
2152,downlink,Merger,431,86003,86004,86084,13,14,1,1
2151,uplink,Sensor,1721,86006,86007,86087,3,4,1,1
2153,uplink,Sensor,1722,86056,86057,86137,3,4,1,1
2154,uplink,Sensor,1723,86106,86107,86187,3,4,1,1
2155,uplink,Sensor,1724,86156,86157,86237,3,4,1,1
2157,downlink,Merger,432,86203,86204,86284,13,14,1,1
2156,uplink,Sensor,1725,86206,86207,86287,3,4,1,1
2158,uplink,Sensor,1726,86256,86257,86337,3,4,1,1
2159,uplink,Sensor,1727,86306,86307,86387,3,4,1,1
2160,uplink,Sensor,1728,86356,86357,86437,3,4,1,1
2162,downlink,Merger,433,86403,86404,86484,13,14,1,1
2161,uplink,Sensor,1729,86406,86407,86487,3,4,1,1
2163,uplink,Sensor,1730,86456,86457,86537,3,4,1,1
2164,uplink,Sensor,1731,86506,86507,86587,3,4,1,1
2165,uplink,Sensor,1732,86556,86557,86637,3,4,1,1
2167,downlink,Merger,434,86603,86604,86684,13,14,1,1
2166,uplink,Sensor,1733,86606,86607,86687,3,4,1,1
2168,uplink,Sensor,1734,86656,86657,86737,3,4,1,1
2169,uplink,Sensor,1735,86706,86707,86787,3,4,1,1
2170,uplink,Sensor,1736,86756,86757,86837,3,4,1,1
2172,downlink,Merger,435,86803,86804,86884,13,14,1,1
2171,uplink,Sensor,1737,86806,86807,86887,3,4,1,1
2173,uplink,Sensor,1738,86856,86857,86937,3,4,1,1
2174,uplink,Sensor,1739,86906,86907,86987,3,4,1,1
2175,uplink,Sensor,1740,86956,86957,87037,3,4,1,1
2177,downlink,Merger,436,87003,87004,87084,13,14,1,1
2176,uplink,Sensor,1741,87006,87007,87087,3,4,1,1
2178,uplink,Sensor,1742,87056,87057,87137,3,4,1,1
2179,uplink,Sensor,1743,87106,87107,87187,3,4,1,1
2180,uplink,Sensor,1744,87156,87157,87237,3,4,1,1
2182,downlink,Merger,437,87203,87204,87284,13,14,1,1
2181,uplink,Sensor,1745,87206,87207,87287,3,4,1,1
2183,uplink,Sensor,1746,87256,87257,87337,3,4,1,1
2184,uplink,Sensor,1747,87306,87307,87387,3,4,1,1
2185,uplink,Sensor,1748,87356,87357,87437,3,4,1,1
2187,downlink,Merger,438,87403,87404,87484,13,14,1,1
2186,uplink,Sensor,1749,87406,87407,87487,3,4,1,1
2188,uplink,Sensor,1750,87456,87457,87537,3,4,1,1
2189,uplink,Sensor,1751,87506,87507,87587,3,4,1,1
2190,uplink,Sensor,1752,87556,87557,87637,3,4,1,1
2192,downlink,Merger,439,87603,87604,87684,13,14,1,1
2191,uplink,Sensor,1753,87606,87607,87687,3,4,1,1
2193,uplink,Sensor,1754,87656,87657,87737,3,4,1,1
2194,uplink,Sensor,1755,87706,87707,87787,3,4,1,1
2195,uplink,Sensor,1756,87756,87757,87837,3,4,1,1
2197,downlink,Merger,440,87803,87804,87884,13,14,1,1
2196,uplink,Sensor,1757,87806,87807,87887,3,4,1,1
2198,uplink,Sensor,1758,87856,87857,87937,3,4,1,1
2199,uplink,Sensor,1759,87906,87907,87987,3,4,1,1
2200,uplink,Sensor,1760,87956,87957,88037,3,4,1,1
2202,downlink,Merger,441,88003,88004,88084,13,14,1,1
2201,uplink,Sensor,1761,88006,88007,88087,3,4,1,1
2203,uplink,Sensor,1762,88056,88057,88137,3,4,1,1
2204,uplink,Sensor,1763,88106,88107,88187,3,4,1,1
2205,uplink,Sensor,1764,88156,88157,88237,3,4,1,1
2207,downlink,Merger,442,88203,88204,88284,13,14,1,1
2206,uplink,Sensor,1765,88206,88207,88287,3,4,1,1
2208,uplink,Sensor,1766,88256,88257,88337,3,4,1,1
2209,uplink,Sensor,1767,88306,88307,88387,3,4,1,1
2210,uplink,Sensor,1768,88356,88357,88437,3,4,1,1
2212,downlink,Merger,443,88403,88404,88484,13,14,1,1
2211,uplink,Sensor,1769,88406,88407,88487,3,4,1,1
2213,uplink,Sensor,1770,88456,88457,88537,3,4,1,1
2214,uplink,Sensor,1771,88506,88507,88587,3,4,1,1
2215,uplink,Sensor,1772,88556,88557,88637,3,4,1,1
2217,downlink,Merger,444,88603,88604,88684,13,14,1,1
2216,uplink,Sensor,1773,88606,88607,88687,3,4,1,1
2218,uplink,Sensor,1774,88656,88657,88737,3,4,1,1
2219,uplink,Sensor,1775,88706,88707,88787,3,4,1,1
2220,uplink,Sensor,1776,88756,88757,88837,3,4,1,1
2222,downlink,Merger,445,88803,88804,88884,13,14,1,1
2221,uplink,Sensor,1777,88806,88807,88887,3,4,1,1
2223,uplink,Sensor,1778,88856,88857,88937,3,4,1,1
2224,uplink,Sensor,1779,88906,88907,88987,3,4,1,1
2225,uplink,Sensor,1780,88956,88957,89037,3,4,1,1
2227,downlink,Merger,446,89003,89004,89084,13,14,1,1
2226,uplink,Sensor,1781,89006,89007,89087,3,4,1,1
2228,uplink,Sensor,1782,89056,89057,89137,3,4,1,1
2229,uplink,Sensor,1783,89106,89107,89187,3,4,1,1
2230,uplink,Sensor,1784,89156,89157,89237,3,4,1,1
2232,downlink,Merger,447,89203,89204,89284,13,14,1,1
2231,uplink,Sensor,1785,89206,89207,89287,3,4,1,1
2233,uplink,Sensor,1786,89256,89257,89337,3,4,1,1
2234,uplink,Sensor,1787,89306,89307,89387,3,4,1,1
2235,uplink,Sensor,1788,89356,89357,89437,3,4,1,1
2237,downlink,Merger,448,89403,89404,89484,13,14,1,1
2236,uplink,Sensor,1789,89406,89407,89487,3,4,1,1
2238,uplink,Sensor,1790,89456,89457,89537,3,4,1,1
2239,uplink,Sensor,1791,89506,89507,89587,3,4,1,1
2240,uplink,Sensor,1792,89556,89557,89637,3,4,1,1
2242,downlink,Merger,449,89603,89604,89684,13,14,1,1
2241,uplink,Sensor,1793,89606,89607,89687,3,4,1,1
2243,uplink,Sensor,1794,89656,89657,89737,3,4,1,1
2244,uplink,Sensor,1795,89706,89707,89787,3,4,1,1
2245,uplink,Sensor,1796,89756,89757,89837,3,4,1,1
2247,downlink,Merger,450,89803,89804,89884,13,14,1,1
2246,uplink,Sensor,1797,89806,89807,89887,3,4,1,1
2248,uplink,Sensor,1798,89856,89857,89937,3,4,1,1
2249,uplink,Sensor,1799,89906,89907,89987,3,4,1,1
2250,uplink,Sensor,1800,89956,89957,90037,3,4,1,1
2252,downlink,Merger,451,90003,90004,90084,13,14,1,1
2251,uplink,Sensor,1801,90006,90007,90087,3,4,1,1
2253,uplink,Sensor,1802,90056,90057,90137,3,4,1,1
2254,uplink,Sensor,1803,90106,90107,90187,3,4,1,1
2255,uplink,Sensor,1804,90156,90157,90237,3,4,1,1
2257,downlink,Merger,452,90203,90204,90284,13,14,1,1
2256,uplink,Sensor,1805,90206,90207,90287,3,4,1,1
2258,uplink,Sensor,1806,90256,90257,90337,3,4,1,1
2259,uplink,Sensor,1807,90306,90307,90387,3,4,1,1
2260,uplink,Sensor,1808,90356,90357,90437,3,4,1,1
2262,downlink,Merger,453,90403,90404,90484,13,14,1,1
2261,uplink,Sensor,1809,90406,90407,90487,3,4,1,1
2263,uplink,Sensor,1810,90456,90457,90537,3,4,1,1
2264,uplink,Sensor,1811,90506,90507,90587,3,4,1,1
2265,uplink,Sensor,1812,90556,90557,90637,3,4,1,1
2267,downlink,Merger,454,90603,90604,90684,13,14,1,1
2266,uplink,Sensor,1813,90606,90607,90687,3,4,1,1
2268,uplink,Sensor,1814,90656,90657,90737,3,4,1,1
2269,uplink,Sensor,1815,90706,90707,90787,3,4,1,1
2270,uplink,Sensor,1816,90756,90757,90837,3,4,1,1
2272,downlink,Merger,455,90803,90804,90884,13,14,1,1
2271,uplink,Sensor,1817,90806,90807,90887,3,4,1,1
2273,uplink,Sensor,1818,90856,90857,90937,3,4,1,1
2274,uplink,Sensor,1819,90906,90907,90987,3,4,1,1
2275,uplink,Sensor,1820,90956,90957,91037,3,4,1,1
2277,downlink,Merger,456,91003,91004,91084,13,14,1,1
2276,uplink,Sensor,1821,91006,91007,91087,3,4,1,1
2278,uplink,Sensor,1822,91056,91057,91137,3,4,1,1
2279,uplink,Sensor,1823,91106,91107,91187,3,4,1,1
2280,uplink,Sensor,1824,91156,91157,91237,3,4,1,1
2282,downlink,Merger,457,91203,91204,91284,13,14,1,1
2281,uplink,Sensor,1825,91206,91207,91287,3,4,1,1
2283,uplink,Sensor,1826,91256,91257,91337,3,4,1,1
2284,uplink,Sensor,1827,91306,91307,91387,3,4,1,1
2285,uplink,Sensor,1828,91356,91357,91437,3,4,1,1
2287,downlink,Merger,458,91403,91404,91484,13,14,1,1
2286,uplink,Sensor,1829,91406,91407,91487,3,4,1,1
2288,uplink,Sensor,1830,91456,91457,91537,3,4,1,1
2289,uplink,Sensor,1831,91506,91507,91587,3,4,1,1
2290,uplink,Sensor,1832,91556,91557,91637,3,4,1,1
2292,downlink,Merger,459,91603,91604,91684,13,14,1,1
2291,uplink,Sensor,1833,91606,91607,91687,3,4,1,1
2293,uplink,Sensor,1834,91656,91657,91737,3,4,1,1
2294,uplink,Sensor,1835,91706,91707,91787,3,4,1,1
2295,uplink,Sensor,1836,91756,91757,91837,3,4,1,1
2297,downlink,Merger,460,91803,91804,91884,13,14,1,1
2296,uplink,Sensor,1837,91806,91807,91887,3,4,1,1
2298,uplink,Sensor,1838,91856,91857,91937,3,4,1,1
2299,uplink,Sensor,1839,91906,91907,91987,3,4,1,1
2300,uplink,Sensor,1840,91956,91957,92037,3,4,1,1
2302,downlink,Merger,461,92003,92004,92084,13,14,1,1
2301,uplink,Sensor,1841,92006,92007,92087,3,4,1,1
2303,uplink,Sensor,1842,92056,92057,92137,3,4,1,1
2304,uplink,Sensor,1843,92106,92107,92187,3,4,1,1
2305,uplink,Sensor,1844,92156,92157,92237,3,4,1,1
2307,downlink,Merger,462,92203,92204,92284,13,14,1,1
2306,uplink,Sensor,1845,92206,92207,92287,3,4,1,1
2308,uplink,Sensor,1846,92256,92257,92337,3,4,1,1
2309,uplink,Sensor,1847,92306,92307,92387,3,4,1,1
2310,uplink,Sensor,1848,92356,92357,92437,3,4,1,1
2312,downlink,Merger,463,92403,92404,92484,13,14,1,1
2311,uplink,Sensor,1849,92406,92407,92487,3,4,1,1
2313,uplink,Sensor,1850,92456,92457,92537,3,4,1,1
2314,uplink,Sensor,1851,92506,92507,92587,3,4,1,1
2315,uplink,Sensor,1852,92556,92557,92637,3,4,1,1
2317,downlink,Merger,464,92603,92604,92684,13,14,1,1
2316,uplink,Sensor,1853,92606,92607,92687,3,4,1,1
2318,uplink,Sensor,1854,92656,92657,92737,3,4,1,1
2319,uplink,Sensor,1855,92706,92707,92787,3,4,1,1
2320,uplink,Sensor,1856,92756,92757,92837,3,4,1,1
2322,downlink,Merger,465,92803,92804,92884,13,14,1,1
2321,uplink,Sensor,1857,92806,92807,92887,3,4,1,1
2323,uplink,Sensor,1858,92856,92857,92937,3,4,1,1
2324,uplink,Sensor,1859,92906,92907,92987,3,4,1,1
2325,uplink,Sensor,1860,92956,92957,93037,3,4,1,1
2327,downlink,Merger,466,93003,93004,93084,13,14,1,1
2326,uplink,Sensor,1861,93006,93007,93087,3,4,1,1
2328,uplink,Sensor,1862,93056,93057,93137,3,4,1,1
2329,uplink,Sensor,1863,93106,93107,93187,3,4,1,1
2330,uplink,Sensor,1864,93156,93157,93237,3,4,1,1
2332,downlink,Merger,467,93203,93204,93284,13,14,1,1
2331,uplink,Sensor,1865,93206,93207,93287,3,4,1,1
2333,uplink,Sensor,1866,93256,93257,93337,3,4,1,1
2334,uplink,Sensor,1867,93306,93307,93387,3,4,1,1
2335,uplink,Sensor,1868,93356,93357,93437,3,4,1,1
2337,downlink,Merger,468,93403,93404,93484,13,14,1,1
2336,uplink,Sensor,1869,93406,93407,93487,3,4,1,1
